function	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
COG0016	40695.12	27066.97	37294.960000000014	37472.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17137.020000000004	40114.18	41375.04	37803.26	36823.3	31522.619999999995	35148.58999999998	38917.37	36466.49000000001	33871.87	37633.87	41011.02	38633.02	38779.7	34032.04	Phenylalanyl-tRNA synthetase alpha subunit
COG0017	39807.2	26580.32	36589.04	33299.28	41543.47	43097.71	36017.520000000004	37769.97	39753.03	18467.520000000004	47866.34	41809.78	39645.01	38265.53000000001	31354.039999999994	33741.029999999984	39005.860000000015	33195.740000000005	32143.370000000006	37366.45	40846.02	38109.35000000001	37342.62	33284.87	Aspartyl/asparaginyl-tRNA synthetase
COG0018	40498.12	26848.97	37235.960000000014	37491.19	40818.89	42103.96	35431.35000000001	42856.13000000001	40796.53	17294.020000000004	40024.18	41086.04	37777.26	36685.3	31483.619999999995	35018.590000000004	38929.37	36342.49000000001	33871.87	37558.87	40267.02	38608.02	38699.7	34004.04	Arginyl-tRNA synthetase
COG0019	70128.88	49948.73	69494.0	74729.22	78622.96	85669.53	62158.37	87728.08	80743.66	29734.13	83275.31	74640.25	68017.07	72585.36000000003	58439.73999999999	64532.67999999999	70389.03	65679.94	61195.20000000001	76305.57	78503.73999999999	70150.68000000001	71506.01999999999	62306.33000000001	Diaminopimelate decarboxylase
COG0020	41135.12	27137.47	37509.460000000014	37814.02	41205.89	43670.71	35624.85000000001	42951.13000000001	40862.53	17356.520000000004	40460.51	41539.210000000014	38125.26	37139.7	31907.619999999995	35246.01	39227.7	36569.24000000001	34270.37	37879.37	41236.77	38923.19	39026.2	34700.619999999995	Undecaprenyl pyrophosphate synthase
COG0021	14759.95	18901.48	11993.54	28036.56	23850.87	32159.58	17545.18	42807.47	18748.33	16362.93	25540.84	22327.77	16623.96	24967.26	16355.87	18168.16	20670.47	27742.33	23399.810000000005	26581.78	26513.07	16139.21	25003.07	14195.21	Transketolase
COG0022	17456.95	6224.45	9780.12	9996.28	2865.22	6942.95	8840.33	2860.27	12001.87	6743.83	21378.25	8450.1	6502.98	9351.25	4730.1	8844.77	9847.47	5922.299999999998	11946.33	7555.08	6073.6	6236.58	6640.250000000001	3892.75	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component
COG0023	10928.55	13836.62	7390.269999999998	20552.58	21225.55	26241.29	14236.36	26999.450000000004	16276.93	6752.49	17503.38	16301.8	12150.679999999997	19892.81	8526.94	11333.65	16288.4	13379.24	17321.440000000002	23244.75	20294.57	14898.19	16791.269999999997	9851.929999999997	Translation initiation factor 1 (eIF-1/SUI1)
COG0024	64347.12	47369.87	59929.83	58659.5	74302.09	77003.61	52513.58	75867.98	69325.56	22323.55	65638.01000000001	65633.60999999999	60474.49000000001	62115.61000000001	48190.66	54695.88999999999	63738.1	56499.94	56766.27	65179.32	70228.48999999999	58825.44	64023.06999999999	50377.25000000001	Methionine aminopeptidase
COG0025	17887.95	1985.92	11278.0	1799.96	2708.55	4153.29	9209.16	10723.79	10719.0	4138.41	3115.68	6344.3	6643.95	3263.24	5641.25	10614.07	5521.31	3808.34	6582.8899999999985	2681.0	4595.4000000000015	10000.36	4077.03	5080.25	NhaP-type Na+/H+ or K+/H+ antiporter
COG0026	1382.85	2120.77	3487.5	3973.83	1292.65	227.89	2350.91	2133.52	3673.4	3399.41	1447.38	2632.4	4155.7	3034.57	2811.75	3810.02	2525.04	7071.29	1908.29	2243.0	4531.55	3960.69	6289.129999999999	2154.0	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)
COG0027	8210.35	16591.120000000006	6413.949999999999	18307.15	21446.05	26261.44	12595.81	29059.450000000004	14300.6	6554.86	13119.38	14663.2	11651.1	20237.15	9015.78	10827.32	15420.27	16421.54	16804.690000000002	21103.95	20140.1	12862.19	16226.35	8920.8	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)
COG0028	59193.90000000001	30645.26	56254.58	48928.02000000001	58024.24	55679.68	54756.68000000002	48811.16	58166.92000000001	40949.03	58900.93000000001	55923.58	49493.87	48220.03000000001	44729.39	46442.15999999999	50129.74000000001	47820.74	47704.17000000001	50046.95	50376.98999999999	46463.9	51694.19	46361.87	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme
COG0029	33630.130000000005	24563.79	32845.79	31084.33	38010.87	35963.86	30592.22	40218.15	38376.63000000001	16111.02	36215.4	35317.270000000004	31939.01	33807.960000000014	25452.87	30581.37	34575.630000000005	29465.29	31201.72	36002.7	37260.27	34725.020000000004	35109.669999999984	27921.63	Aspartate oxidase
COG0030	41260.87	27333.47	37484.460000000014	37967.94	41176.64	42580.96	35612.35000000001	52914.13000000001	40940.2	17358.270000000004	40777.18	41173.04	38040.26	38695.05	31601.119999999995	38892.59	39906.87	36684.49000000001	33885.62	37704.87	41331.02	39140.27	38540.7	34394.29	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)
COG0031	66454.58000000003	34488.259999999995	55554.39	55878.11	53320.77	49454.17000000001	54042.54000000001	48981.84	54664.63	26220.85000000001	60453.25	61657.89	57457.61000000001	51672.94	46329.8	50075.81	62485.59	49250.81	46919.10000000001	52243.03999999999	50038.57	61571.04000000001	55687.45	56646.05	Cysteine synthase
COG0033	844.6	153.46	158.75	1288.0	1382.1	252.04	1235.2400000000002	474.1	332.23	3744.41	228.63	817.4	582.95	582.4	992.75	167.17	163.87	1833.59	1001.54	145.0	839.3	410.69	495.15	514.25	Phosphoglucomutase
COG0034	52541.87	46935.12	49053.33	58573.67000000001	69612.34	68103.86	52249.13000000001	71371.48	65035.06000000001	23177.3	54200.93	65445.94	51706.49000000001	58672.21000000001	44367.66	52554.37	57968.77	51510.93999999999	51657.27	60802.82	60143.98999999999	56321.02	57880.56999999999	48381.42000000001	Glutamine phosphoribosylpyrophosphate amidotransferase
COG0035	39944.12	26947.97	36172.29	36667.69	40853.22	42320.96	33398.020000000004	42477.13000000001	40362.86	10739.69	38627.18	39883.04	37664.93	35207.97	30409.289999999994	32508.92	37790.37	35745.490000000005	30226.54	37528.54	40965.02	38574.69	38065.7	33997.04	Uracil phosphoribosyltransferase
COG0036	42726.570000000014	27310.15	38319.460000000014	38428.99000000001	44269.69	43685.46	37103.35000000001	52131.93	41363.53	20171.22	41501.18	46428.04	40020.460000000014	37819.10000000001	33034.619999999995	36266.99	39679.67	38247.29	36009.05	37872.87	41910.82	38886.92	39801.3	34554.04	Pentose-5-phosphate-3-epimerase
COG0037	77197.29	50141.84	77813.81	73153.87000000001	83547.92	86241.42	64097.16	82992.78000000001	77202.82	21021.930000000004	80241.91	82927.58	78640.11	73302.75	60148.13999999999	64677.64	74620.8	66589.98000000001	57787.93	75093.45999999999	80022.34	79739.13	76869.11999999997	70968.8	tRNA(Ile)-lysidine synthase TilS/MesJ
COG0038	48370.02	39000.78	42960.06	56541.69	65913.60999999999	71338.84	46990.62	63401.85	56724.7	32847.17	57244.02	58522.51	47886.14000000001	53108.40000000001	36788.64	45176.37	53693.97	47350.42	56555.43000000001	58427.7	55671.97	49263.81000000001	53951.80999999998	43437.72	H+/Cl- antiporter ClcA
COG0039	49604.82	40681.400000000016	42697.98	58780.77	62450.26	72642.46	47769.05	73234.9	53426.4	21215.270000000004	53013.01	60287.01	51845.66	54071.93000000001	40069.72	42794.26	54086.25	54043.64	50608.77	59551.78999999999	56112.37	51701.52	57110.8	42452.55	Malate/lactate dehydrogenase
COG0040	37073.7	26139.37	35704.54	37024.03000000001	40209.27	41146.56	34122.150000000016	42220.97	39900.03	17012.020000000004	39056.18	39898.04	36923.26	36010.130000000005	30534.369999999995	33372.590000000004	36374.7	31911.44	32059.870000000006	37249.95	35839.27	37907.52	37783.44	32963.210000000014	ATP phosphoribosyltransferase
COG0041	40695.12	27048.22	37294.960000000014	37495.19	40961.89	42460.96	35434.60000000001	42910.13000000001	40804.53	17191.020000000004	40114.18	41379.04	37788.51	36823.3	31528.619999999995	35148.58999999998	38940.37	36453.99000000001	33871.87	37633.87	41011.02	38632.02	38695.7	34031.04	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase
COG0042	55455.12	49034.01	60444.4	64058.57000000001	73521.41	79056.54000000001	58691.77000000001	75558.78	67378.63	34671.75	73850.32	69689.81	62355.47	65411.64000000002	48585.56	56743.65	65365.4	58324.32	59105.28	69331.95	73171.39	64153.73	70020.06999999999	53943.55	tRNA-dihydrouridine synthase
COG0043	15168.7	568.5	7453.25	1755.75	1031.95	598.37	7377.32	5722.7	2023.13	7614.530000000002	1807.1	1799.14	4501.4	3491.95	3705.83	5930.45	5014.56	4000.47	2820.33	2833.25	2908.35	6007.17	1836.8	3803.16	3-polyprenyl-4-hydroxybenzoate decarboxylase
COG0044	68198.92	35918.96	57591.46	60330.99000000001	57343.78999999999	57634.63	57054.75000000001	63706.43	66580.43000000001	26310.92	63330.38000000001	64902.18000000001	59285.66	52608.57000000001	47415.28999999999	51536.60999999999	61815.03000000001	52417.84	45671.76	51248.03999999999	55940.87	61316.82	64148.2	57744.12	Dihydroorotase or related cyclic amidohydrolase
COG0045	6418.13	4449.04	4438.87	6818.03	3355.47	5341.04	5058.17	10981.45	7679.77	9720.74	12284.88	5003.9	2424.68	5166.98	3266.35	4401.690000000001	2926.67	6799.49	10381.87	4162.83	3800.3	3830.94	3902.25	1457.25	Succinyl-CoA synthetase, beta subunit
COG0046	40695.12	27048.22	37294.960000000014	37495.19	40961.89	42440.96	35434.60000000001	42910.13000000001	40804.53	17121.020000000004	43935.18	42285.04	37788.51	36823.3	31528.619999999995	35147.590000000004	38940.37	36453.99000000001	33871.87	37633.87	41011.02	38632.02	38775.7	34031.04	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain
COG0047	1975.25	813.6700000000002	1813.57	1247.13	313.17	53.75	2386.71	2224.92	947.0	6520.33	615.5	1652.9	2306.33	2253.5	798.33	3102.87	4614.9	6157.5	3893.23	310.83	3772.5	494.25	763.3299999999998	2026.1	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain
COG0048	40678.92	27039.97	37284.76	37356.99000000001	40763.69	42465.96	35376.950000000004	42796.53000000001	40506.33	17191.020000000004	39925.18	41379.04	37781.86	36463.3	31519.02	35138.590000000004	38936.57	36462.09	33871.87	37577.87	41011.02	38633.02	38740.1	34032.04	Ribosomal protein S12
COG0049	40641.12	27039.97	37145.960000000014	37499.19	40864.89	42320.96	35287.35000000001	42851.13000000001	40768.53	17203.020000000004	40007.18	41052.04	37774.26	36756.3	31390.619999999995	35105.590000000004	38927.37	36430.49000000001	33814.87	37609.87	40980.02	38633.02	38423.7	34018.04	Ribosomal protein S7
COG0050	40914.64	30411.49	38304.63000000001	36905.52	40542.16	42425.25	37182.38000000001	43399.39	41922.43	20860.93	41261.81000000001	41766.04	38182.460000000014	37677.77	32741.119999999995	36388.76	39234.57	37543.58	34319.16	37979.540000000015	43112.32	40134.210000000014	38898.429999999986	34090.62	Translation elongation factor EF-Tu, a GTPase
COG0051	40637.12	27069.97	37294.960000000014	37494.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40803.53	17203.020000000004	40110.18	41377.04	37803.26	36816.3	31528.619999999995	35153.58999999998	38940.37	36480.49000000001	33909.87	37633.87	41011.02	38633.02	38779.7	34030.04	Ribosomal protein S10
COG0052	40673.12	27068.97	37294.960000000014	37489.19	40950.89	42465.96	35436.35000000001	42910.13000000001	40790.53	17191.020000000004	40104.18	41373.04	37803.26	36767.3	31528.619999999995	35139.58999999998	38938.37	36466.49000000001	33871.87	37628.87	41011.02	38627.02	38779.7	34032.04	Ribosomal protein S2
COG0053	40944.04	25369.04	39385.960000000014	34976.69	41233.39	45137.71	35688.00000000001	39021.3	47602.03	17748.520000000004	40262.51	40620.81	37624.01	36025.37	32048.119999999995	33515.609999999986	39613.87	35068.240000000005	33679.37	37636.87	35715.77	40909.02	36184.87	34873.869999999995	Divalent metal cation (Fe/Co/Zn/Cd) transporter
COG0054	31102.1	24267.44	31007.460000000006	31073.89	33781.14	38571.44	28301.22	41193.78000000001	33666.43	16493.020000000004	33613.960000000014	31373.47	26909.01	31942.130000000005	23595.370000000006	27895.640000000007	30512.6	28948.79	28059.020000000004	33874.2	35594.77	31031.19	32057.93	23847.290000000005	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)
COG0055	37054.45	27753.24	40082.46	41677.69	44063.39	44867.29	33903.35000000001	44121.13000000001	45162.53	16880.020000000004	45524.34	45360.44	42727.26	36727.13000000001	34162.119999999995	33901.859999999986	38396.2	36709.49000000001	31471.370000000006	40775.7	44092.02	38951.02	44125.2	37082.37	FoF1-type ATP synthase, beta subunit
COG0056	36694.45	27357.24	39334.46	41635.69	43531.39	43359.29	33582.35000000001	43550.13000000001	44687.53	16880.020000000004	45157.34	44563.44	42354.26	36122.13000000001	33937.119999999995	33538.859999999986	38353.2	36393.49000000001	31098.370000000006	40464.7	42632.02	38673.02	43551.2	36855.37	FoF1-type ATP synthase, alpha subunit
COG0057	44415.82	26348.329999999994	38197.710000000014	38357.77	41692.639999999985	43791.89	37642.040000000015	44117.0	41011.66	23038.840000000004	40630.69	43357.84	39651.16	38222.52	32544.449999999993	37326.87999999998	41161.44	40830.62	35813.490000000005	37994.12	42637.12	39688.570000000014	39646.9	36681.79	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase
COG0058	45425.15000000001	32412.27	53546.19	43593.38	53885.57	52400.52	44811.68	49953.17	60150.03	22057.93	60537.11	55254.17999999999	52275.21000000001	46855.10000000001	41391.789999999986	41187.13	48896.9	42848.53000000001	38825.66	50138.12	52905.42	51515.54	49349.30999999999	52794.89	Glucan phosphorylase
COG0059	37748.2	24945.22	35631.04	34585.36	40797.22	41527.96	34620.35000000001	41059.47	39934.03	17230.520000000004	39714.18	39896.04	36178.26	35165.630000000005	30026.869999999995	32925.34	37079.7	31310.24	34093.12	36332.2	34756.27	37964.02	34491.289999999986	33720.460000000014	Ketol-acid reductoisomerase
COG0060	39437.12	25501.97	37099.460000000014	37499.19	39777.89	42459.96	35436.35000000001	42910.13000000001	40694.53	17203.020000000004	38758.18	41258.04	37803.26	36378.3	31528.619999999995	34637.590000000004	38940.37	35913.490000000005	33549.87	35967.87	40773.02	38633.02	38380.7	34032.04	Isoleucyl-tRNA synthetase
COG0061	40702.12	27069.97	37325.960000000014	37489.19	41011.39	42446.96	35436.35000000001	42974.13000000001	40804.53	17107.020000000004	40122.18	41382.04	37803.26	36877.3	31522.619999999995	35153.58999999998	38931.37	36489.49000000001	33909.87	37646.87	41046.02	38633.02	38832.2	34103.04	NAD kinase
COG0062	2748.75	940.5	2558.65	5499.55	5203.75	1030.5	1589.75	849.25	4460.5	395.0	4609.75	7012.9000000000015	6086.0	2623.25	3792.0	2510.8	5633.4	1686.0	3117.65	3038.75	5267.25	2830.25	4306.83	5653.85	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain
COG0063	38126.62	26899.64	35106.960000000014	36150.69	40273.39	42449.96	34343.35000000001	42058.13000000001	40015.53	16776.520000000004	39440.68	39765.54	36266.26	35253.8	29931.619999999995	32327.09	37411.87	35216.990000000005	31871.870000000006	36452.87	39716.02	35756.520000000004	37743.2	32201.54	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain
COG0064	26023.34	7813.379999999999	23541.59	10815.91	16123.14	12908.44	18219.79	12387.58	18267.5	10175.33	16375.17	18869.11	18915.58	12670.06	16744.58	18616.99	18166.67	15837.7	14737.08	9678.09	16750.5	15716.33	16729.229999999996	16458.16	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit
COG0065	39484.2	28655.22	36674.460000000014	39002.19	41503.22	42519.46	35492.73	44008.47	40315.86	17244.850000000002	41496.18	43146.04	37796.84	38378.290000000015	32109.46	36149.07	38112.2	31974.74	33884.87	38087.2	38855.94	39379.52	39305.209999999985	34187.790000000015	Homoaconitase/3-isopropylmalate dehydratase large subunit
COG0066	38864.2	28894.72	36681.04	38628.36	41820.22	43202.46	35394.150000000016	43973.47	40988.53	17177.520000000004	41274.18	43376.04	37237.76	38380.63000000001	32134.369999999995	36141.74	37409.2	31658.24	33936.62	37504.2	39485.27	39155.52	39356.289999999986	34191.460000000014	3-isopropylmalate dehydratase small subunit
COG0067	3395.5	1240.98	3032.0	5667.0	3392.0	1401.67	3376.7	763.0	5795.5	412.0	5183.17	5582.27	5893.0	1853.67	4245.5	2618.0	3174.33	1628.5	1120.0	2934.67	2910.5	3796.5	4094.0	5988.5	Glutamate synthase domain 1
COG0068	1512.02	4122.21	2545.59	8195.58	1919.19	1327.79	6836.490000000002	6409.4299999999985	2229.4	10605.99	2890.96	4072.57	2108.78	5991.4	4424.33	4523.710000000001	2293.86	3318.84	6674.87	4144.75	4345.9000000000015	2577.77	5806.83	3443.66	Hydrogenase maturation factor HypF (carbamoyltransferase)
COG0069	38326.7	26785.31	34955.87	36343.2	40575.97	41185.21	33685.30000000002	40774.22	37493.7	16709.190000000002	39453.43	40498.04	36230.930000000015	33887.97	29023.28	32118.86	36712.7	33640.740000000005	32641.620000000006	34810.2	35921.85	35402.520000000004	37138.45	32192.38	Glutamate synthase domain 2
COG0070	2480.0	453.65	1019.0	871.0	888.0	564.0	1204.2	171.0	1515.83	269.0	1492.0	1685.6	2552.0	1019.0	1813.5	677.0	1629.33	871.0	464.0	182.0	246.0	785.5	145.0	2264.0	Glutamate synthase domain 3
COG0071	41006.8	29154.03	49161.69	38420.66	43707.52	45114.44	41755.4	48179.81000000001	50250.26	16357.56	45565.99000000001	43839.84	43147.63000000001	42989.35000000001	32811.619999999995	36155.91	40934.63000000001	39744.67	31427.73	42569.54	45709.17	44473.92000000001	40094.88	37913.89	Molecular chaperone IbpA, HSP20 family
COG0072	40695.12	27066.97	37291.460000000014	37472.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17137.020000000004	40114.18	41375.04	37803.26	36823.3	31522.619999999995	35148.58999999998	38917.37	36466.49000000001	33871.87	37633.87	41011.02	38633.02	38779.7	34032.04	Phenylalanyl-tRNA synthetase beta subunit
COG0073	471.85	788.9	1217.15	942.8	142.64999999999995	652.85	1341.4	718.77	3889.4	1782.2	330.95	1292.8	2293.7	1867.07	1125.0	728.7500000000001	3186.77	4080.5	682.65	832.5	3713.05	595.98	1441.5500000000004	1670.1	tRNA-binding EMAP/Myf domain
COG0074	6829.33	4673.04	4441.87	6936.03	3390.67	5363.58	6918.799999999998	11324.65	7747.57	14339.35	12632.71	5350.7	2425.08	5292.78	3282.35	4690.66	2946.07	9159.38	10790.16	4175.83	3987.4	4100.03	3970.05	1504.5	Succinyl-CoA synthetase, alpha subunit
COG0075	23558.63	16421.08	17864.940000000002	22212.88	25004.32	26906.0	20695.92	36192.62	25038.960000000006	11917.41	14406.05	19604.9	17329.809999999998	20230.710000000006	12082.27	18781.2	19605.800000000007	19524.4	19164.83	21625.58	18276.52	19681.83	24236.07	12088.929999999997	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG
COG0076	10277.25	12743.2	6579.69	20582.88	21346.02	21235.29	15782.74	16679.32	13798.600000000002	14930.52	13833.38	15400.2	12024.96	19703.710000000006	7978.19	9528.22	17143.37	14180.04	17787.58	22389.58	13998.87	14683.42	17063.619999999995	9588.93	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein
COG0077	37702.45	26862.72	35847.460000000014	34598.19	40599.89	41561.46	34260.400000000016	41547.13000000001	40522.53	17147.020000000004	39699.68	40399.04	36126.51	35934.3	30605.119999999995	34104.74	37084.87	33665.740000000005	33427.87	36375.87	40198.27	38010.02	34246.869999999995	33691.29	Prephenate dehydratase
COG0078	44975.32	28316.88	41928.29	36861.33	41175.02	45748.25	39074.460000000014	44114.51	38387.36	20278.93	44581.44	43392.61	38781.210000000014	40105.27	31517.619999999995	39380.63	42874.17	38219.58	37492.05	37772.2	40519.82	44679.71000000001	38322.97	37432.290000000015	Ornithine carbamoyltransferase
COG0079	76428.09999999999	52066.32	78637.65000000001	73108.70000000001	88139.20999999998	93681.97999999998	67306.84000000001	85873.84999999999	90438.76	34440.01	94616.61	87853.35	78302.15000000001	75254.57	61502.98	65533.45999999999	78399.92	72965.59	67526.59	82202.37	87930.20999999999	81167.27	82213.54	69587.71	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase
COG0080	40695.12	27068.97	37294.960000000014	37499.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17191.020000000004	40114.18	41379.04	37803.26	36823.3	31528.619999999995	35148.58999999998	38940.37	36466.49000000001	33871.87	37633.87	41011.02	38633.02	38779.7	34032.04	Ribosomal protein L11
COG0081	40695.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36823.3	31528.619999999995	35153.58999999998	38940.37	36489.49000000001	33909.87	37633.87	41011.02	38633.02	38779.7	34032.04	Ribosomal protein L1
COG0082	40622.95	25170.72	36380.960000000014	37505.19	41015.89	42466.96	35252.60000000001	42155.13000000001	40711.53	17176.020000000004	40122.18	40525.04	37309.01	36872.3	30634.619999999995	32962.09	38992.87	36424.49000000001	33866.12	37646.87	39581.02	38633.02	38624.37	34107.04	Chorismate synthase
COG0083	17229.02	4232.25	14053.92	12725.41	5826.5700000000015	5290.56	10040.910000000002	8049.3499999999985	6569.4	4502.91	7641.8	9057.67	12220.7	7244.059999999998	11563.58	10704.67	7825.37	10635.54	5097.54	6643.09	8267.55	10665.19	12272.3	9378.33	Homoserine kinase
COG0084	53888.69	43064.88000000001	45986.07000000001	61429.10000000001	62955.38	69026.04000000001	52278.27	71436.84	55525.03000000001	34231.25	58824.19	59489.24	51339.47	58472.51000000001	41929.73	50011.03	57445.14000000001	52617.06999999999	56915.93000000001	62124.62	60082.13999999999	55599.73	59860.19999999999	44123.8	Tat protein secretion system quality control protein TatD (DNase activity)
