function	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
TIGR00011	27048.24	23387.47	29916.69	37785.290000000015	41220.89	42651.56	30733.85	39405.13000000001	36788.03	17206.82	36398.18	39721.14	35672.26	35375.3	26789.02	29545.19	35092.17	28679.69	32832.37	37049.67	40424.32	36128.02	38075.7	33483.34	Cys-tRNA(Pro) deacylase
TIGR00012	40641.12	27039.97	37145.960000000014	36763.19	40864.89	42314.96	35138.35000000001	42851.13000000001	40768.53	17203.020000000004	38705.18	41052.04	37774.26	35811.3	31077.619999999995	35068.590000000004	38927.37	36416.49000000001	33814.87	37609.87	40980.02	38633.02	38198.7	34008.04	ribosomal protein uL29
TIGR00013	1710.25	275.23	693.75	4339.0	1371.55	3721.71	1101.15	513.42	1557.0	860.0	1277.75	2758.5	908.5	590.6700000000002	1840.83	1007.75	858.17	3890.7	1027.75	501.0	1551.35	1326.62	1708.75	1768.5	4-oxalocrotonate tautomerase family enzyme
TIGR00014	250.2	93.62	830.0	224.0	67.2	68.62	2081.49	65.7	2286.8	6904.530000000002	365.69	439.8	20.4	20.8	223.33	32.11	248.4	1965.47	584.5799999999998	0.0	1113.6	407.67	67.80000000000001	300.5	arsenate reductase (glutaredoxin)
TIGR00016	40647.05	25178.05	35678.119999999995	34875.36	40733.150000000016	42759.25	35151.80000000002	36808.24000000001	39815.26	14040.6	39835.81000000001	40135.44	37590.88000000001	35388.87	30293.949999999993	31855.69	38136.07	38829.08	30748.120000000006	36850.87	39273.32	38107.88000000001	35743.599999999984	34227.460000000014	acetate kinase
TIGR00017	40282.12	27068.97	37294.960000000014	37441.69	40959.89	42465.96	34751.35000000001	42910.13000000001	40804.53	17215.020000000004	40112.18	41377.04	37803.26	36592.3	31461.289999999994	35132.590000000004	38926.37	36476.49000000001	33826.87	37633.87	40999.02	38608.52	38775.7	34029.04	cytidylate kinase
TIGR00018	30685.2	20729.76	25128.29	26866.86	31225.67	35590.94	26174.520000000004	38115.05	22599.53	14718.52	31201.43	28028.6	23891.51	27016.29	20239.870000000006	24640.67	27266.03	26955.79	27676.120000000006	30284.53	31245.77	27716.69	25329.969999999994	21301.63	pantoate--beta-alanine ligase
TIGR00019	40459.12	27068.97	37294.960000000014	37499.19	40961.89	42465.96	35023.35000000001	42910.13000000001	40804.53	17191.020000000004	40114.18	41379.04	37803.26	36592.3	31504.619999999995	35122.590000000004	38926.37	36430.49000000001	33750.87	37633.87	41001.02	38608.52	38779.7	34029.04	peptide chain release factor 1
TIGR00020	40459.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	40978.02	38608.52	38779.7	34029.04	peptide chain release factor 2
TIGR00021	2500.05	5915.92	3801.45	9396.7	3469.4	9029.740000000002	6642.660000000002	5227.869999999999	6776.1	5839.91	10487.13	8633.4	5929.85	9406.07	4312.35	3104.37	7110.84	10462.89	9248.29	8673.5	7232.1500000000015	8257.77	8906.4	7247.5	ribose 5-phosphate isomerase A
TIGR00022	19159.119999999995	26454.13	18128.81	39178.41	36694.94	45806.91	25189.840000000004	50192.86	40977.8	22676.92000000001	37818.62	37791.21	26722.56	36573.16	22595.22	21905.980000000003	38559.56	32010.79	31558.95	40585.2	40601.12	30352.98	30211.57	28200.55	YhcH/YjgK/YiaL family protein
TIGR00023	30910.64	8466.52	34521.34	15838.18	22453.14	17716.31	23300.49	13487.38	27690.1	13640.74	25332.730000000003	25310.64	29050.78	17462.989999999998	22509.33	24260.410000000003	24947.4	20136.54	17702.57	17461.92	22554.05	28080.35	19915.78	29071.66	acyl-phosphate glycerol 3-phosphate acyltransferase
TIGR00024	0.0	0.0	0.0	0.0	0.0	0.0	574.0	45.0	0.0	0.0	0.0	0.0	0.0	450.0	0.0	0.0	2.0	1.0	0.0	0.0	20.0	6.5	0.0	0.0	putative phosphoesterase
TIGR00025	414.5	327.9	877.5	867.83	1708.3	2670.1	2564.8	2464.34	3626.83	2493.0	8575.0	6170.0	1477.0	3558.34	858.0	1261.0	5475.67	3245.7	3430.5	4288.0	6209.5	4771.67	2243.07	4522.5	ABC transporter efflux protein, DrrB family
TIGR00026	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	deazaflavin-dependent oxidoreductase, nitroreductase family
TIGR00027	301.0	727.0	572.0	1418.0	2402.0	616.0	166.0	309.0	868.0	323.0	1547.0	2271.0	826.0	2308.0	705.0	908.0	806.0	329.0	1460.0	399.0	1016.0	125.0	866.0	2260.0	methyltransferase, TIGR00027 family
TIGR00028	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	toxin-antitoxin system PIN domain toxin
TIGR00029	40228.12	27037.68	37145.960000000014	37403.19	40864.89	42314.96	34602.35000000001	42851.13000000001	40768.53	17149.020000000004	40006.18	41048.04	37774.26	36525.3	31331.619999999995	35079.590000000004	38876.37	36394.49000000001	33693.87	37609.87	40968.52	38608.52	38423.7	34007.79	ribosomal protein bS20
TIGR00030	38558.62	26908.97	37017.710000000014	37272.86	40368.89	42287.21	34407.770000000004	42753.63000000001	40671.53	16886.020000000004	39650.18	40515.04	36946.51	36469.3	30874.369999999995	34580.090000000004	38170.2	35638.490000000005	31598.870000000006	37573.87	40712.02	38538.85000000001	37958.95	33891.04	ribosomal protein bS21
TIGR00031	11003.9	20794.82	16047.75	20184.33	32540.95	28558.57	12416.83	30910.69	29373.6	2860.2	21588.050000000007	21945.14	21715.25	21999.76	17040.6	16961.17	23290.54	21664.300000000007	12980.25	23163.12	29259.05	16534.5	26659.3	15969.38	UDP-galactopyranose mutase
TIGR00032	38660.87	26983.72	36343.960000000014	37575.86	41252.89	42588.96	34748.60000000001	42494.8	39971.53	17226.020000000004	40094.68	40805.04	37707.51	36752.3	31078.619999999995	34337.590000000004	37629.2	32782.990000000005	33718.87	37429.87	36641.52	38322.02	38466.7	33617.04	argininosuccinate synthase
TIGR00033	40594.45	25392.22	36380.960000000014	37519.19	41008.39	42472.96	35355.10000000001	42149.13000000001	40711.53	17274.020000000004	40123.18	40527.04	37302.51	36872.3	30760.619999999995	33331.590000000004	38940.37	36406.99000000001	33905.62	37646.87	39578.52	38633.02	38698.37	34083.04	chorismate synthase
TIGR00034	4795.9	4906.85	13061.92	6537.3	11768.62	13219.27	11821.53	4574.07	17576.47	17034.059999999998	15023.02	13831.77	10084.18	6209.77	8304.25	8420.6	10813.88	11190.07	9894.3	8172.58	12571.9	9144.06	12037.17	11934.33	3-deoxy-7-phosphoheptulonate synthase
TIGR00035	9493.27	3444.99	7590.5	12624.75	5109.1500000000015	7242.89	5550.620000000001	3776.27	15600.73	3582.41	8049.71	10133.57	10067.2	6383.82	8483.75	6455.089999999998	6300.7	7244.04	3361.33	5198.75	9368.8	9921.69	9988.55	9827.08	aspartate racemase
TIGR00036	40082.95	27027.22	37365.960000000014	37609.19	41004.39	43296.46	35375.10000000001	42900.13000000001	40789.53	17249.020000000004	40245.18	41364.04	37826.51	36944.3	31486.619999999995	35044.340000000004	38950.37	36447.74000000001	33812.62	37644.87	41050.77	38497.02	38888.2	34110.29	4-hydroxy-tetrahydrodipicolinate reductase
TIGR00037	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	translation elongation factor IF5A
TIGR00038	40568.72	27552.01	37712.960000000014	37606.19	41086.49000000001	42496.25	36082.13000000001	42983.73	40964.93	20091.93	40347.81000000001	41875.44	38117.710000000014	36618.7	31691.619999999995	35763.359999999986	39366.57	37494.08	34123.16	37653.87	41243.32	38643.210000000014	39046.1	34105.29	translation elongation factor P
TIGR00039	25621.6	15389.44	20443.49	25632.460000000006	24598.07	32379.14	21004.34	33779.26	20951.56	7734.99	26480.88	21813.8	18219.78	23635.63	15945.59	18490.65	23880.1	21835.54	21080.94	27498.92	25771.07	21894.02	21298.65	16759.510000000002	6-pyruvoyl tetrahydropterin synthase/QueD family protein
TIGR00040	46424.3	33368.69	49475.09	44405.68000000001	54828.12	56689.11	44685.42000000001	64240.17000000001	60060.33000000001	21523.72	57494.14	56974.18	49660.41	48312.53	43352.32	46255.53	51245.12	46067.69	38975.22	46156.4	52638.47	48976.85	48165.42	46767.57000000001	phosphodiesterase, MJ0936 family
TIGR00041	7352.77	3587.59	9951.42	7818.58	2484.57	4934.64	7708.3200000000015	8949.85	4037.4	10095.74	4757.129999999999	6086.0	6761.28	6666.05	7251.08	9415.59	9698.54	12783.29	8076.37	5294.08	7784.8	7846.019999999998	9258.8	7320.25	dTMP kinase
TIGR00042	40695.12	27077.47	36380.960000000014	37500.19	40961.89	42465.96	35366.35000000001	42628.13000000001	40711.53	17203.020000000004	40115.68	40519.04	37812.76	36824.3	31499.119999999995	34430.590000000004	38940.37	36514.99000000001	33909.87	37633.87	41011.02	38633.02	39015.53	34037.54	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
TIGR00043	40459.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	rRNA maturation RNase YbeY
TIGR00044	40459.12	27041.72	36340.460000000014	37494.19	40958.89	42465.96	34939.60000000001	42583.13000000001	40711.53	17203.020000000004	40112.68	40519.04	37117.01	36586.3	31436.119999999995	34400.590000000004	38926.37	34374.490000000005	33781.87	37633.87	41001.02	38608.52	38378.7	34022.54	pyridoxal phosphate enzyme, YggS family
TIGR00045	27864.05	24472.489999999994	27143.870000000006	25951.78	32851.2	35945.180000000015	27395.890000000007	36729.570000000014	27990.76	12293.6	28535.890000000007	28962.77	28221.63	27288.28000000001	20924.79	23985.04	28726.730000000003	27663.53	25136.08	31339.95	33754.32	27104.71	32264.169999999995	20654.210000000006	glycerate kinase
TIGR00046	36436.95	26103.22	35910.29	36661.36	40124.22	41728.96	32872.60000000001	42363.47	40018.53	17202.520000000004	38869.18	39809.54	35724.51	35615.630000000005	30260.619999999995	32814.59	36404.2	34387.490000000005	31771.370000000006	36969.2	40020.52	36131.52	37870.37	31482.210000000006	RNA methyltransferase, RsmE family
TIGR00048	40471.12	27041.72	36340.460000000014	37494.19	40965.89	42439.96	35359.60000000001	42583.13000000001	40993.53	17133.020000000004	40154.68	40543.04	37110.51	36586.3	31004.119999999995	34442.590000000004	39219.37	34379.490000000005	33781.87	37670.87	40998.02	39030.52	38377.87	35767.54	23S rRNA (adenine(2503)-C(2))-methyltransferase
TIGR00049	1532.8	3743.53	4314.0	6040.83	826.3	135.62	4271.09	3487.8	4108.2	8606.73	1893.89	4414.2	2079.6	3588.2	2985.0	4066.31	675.6	5475.27	1772.87	2110.0	7311.9	2709.74	7805.2	945.75	iron-sulfur cluster assembly accessory protein
TIGR00050	1362.2	2145.58	2235.0	3335.0	618.2	50.58	2714.390000000001	2538.7000000000007	1246.13	5780.82	1313.26	2497.8	1166.4	2288.8	1451.0	2385.54	545.4	3436.18	1057.58	1053.0	3872.6	1444.88	3953.8	558.5	RNA methyltransferase, TrmH family, group 1
TIGR00051	47412.49999999999	52200.56000000001	42210.36	62826.66	76570.79000000001	80591.19	49269.68000000001	82847.51	59079.63	26492.29	47763.64000000001	54474.63999999999	48950.96	63069.03	40100.67	46282.13	51827.03000000001	53976.27	52396.25000000001	65361.07	68520.07	52396.15	65397.5	33994.09	acyl-CoA thioester hydrolase, YbgC/YbaW family
TIGR00052	204.2	96.91	105.0	483.5	126.7	984.37	1865.49	98.7	321.8	7011.530000000002	535.6899999999998	495.8	80.4	165.8	215.33	60.36	106.73	1878.22	750.58	19.0	702.35	432.67	196.3	433.0	nudix-type nucleoside diphosphatase, YffH/AdpP family
TIGR00053	1786.5	1778.42	4481.75	4740.0	4153.25	2678.5	3039.38	1748.0	1748.0	688.0	5643.0	4740.0	6011.75	4381.5	2990.75	1636.85	1246.0	4426.5	1911.5	3332.25	3450.6	1610.0	3947.77	3784.75	addiction module toxin component, YafQ family
TIGR00054	39974.12	26982.47	37019.710000000014	37461.86	40505.89	42219.46	34644.77000000001	42847.63000000001	40763.03	17052.020000000004	39925.18	40712.04	37212.51	36557.3	31071.369999999995	35013.590000000004	38745.2	36085.99000000001	33128.62	37589.37	40849.02	38594.85000000001	38092.45	33954.54	RIP metalloprotease RseP
TIGR00055	41179.12	27138.47	37509.460000000014	37848.02	41227.89	43682.71	35624.85000000001	42951.13000000001	40890.53	17368.520000000004	40482.51	41553.210000000014	38125.26	37251.7	31907.619999999995	35269.01	39231.7	36592.24000000001	34308.37	37889.37	41236.77	38935.19	39026.2	34700.619999999995	di-trans,poly-cis-decaprenylcistransferase
TIGR00056	15251.35	20336.21	11603.21	27999.81	23248.89	29806.550000000007	17008.55	38280.110000000015	20571.26	14036.02	23811.38	22055.2	13772.009999999998	24578.810000000005	14579.87	17863.32	19000.270000000004	25372.04	22000.770000000004	24832.95	26026.77	17492.309999999998	21622.599999999995	12032.46	ABC transport permease subunit
TIGR00057	51617.67000000001	40925.59	45238.23	58037.77	62211.44	68725.25	49428.91	69891.58	57748.46	23955.51	58262.56000000001	58605.84	49970.94	56522.11	40065.56	46496.84	55457.77	50048.73	51462.31000000001	61246.62	61819.59	54301.71000000001	55582.97	43893.97	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
TIGR00059	40324.12	26543.47	37040.460000000014	37418.19	40822.89	41799.46	34828.35000000001	42679.13000000001	40752.53	16970.520000000004	39808.85	40493.37	37707.26	36434.3	30842.119999999995	34791.419999999984	38870.04	36025.490000000005	33641.87	37372.37	40888.02	38584.52	38207.7	33625.210000000014	ribosomal protein bL17
TIGR00060	40459.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	ribosomal protein uL18
TIGR00061	40459.12	27070.97	37294.960000000014	37519.19	40961.89	42465.96	35023.35000000001	42910.13000000001	40804.53	17245.020000000004	40114.18	41382.04	37803.26	36592.3	31510.619999999995	35122.590000000004	38949.37	36430.49000000001	33750.87	37633.87	41001.02	38608.52	38779.7	34029.04	ribosomal protein bL21
TIGR00062	40459.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	ribosomal protein bL27
TIGR00063	29139.6	21178.42	27261.29	25473.39	31758.02	34881.79	26504.31	33487.53000000001	30252.930000000004	10924.69	28850.88	28541.3	22309.68	28228.300000000007	21055.120000000006	24186.65	27900.77	26275.99	26109.69	31687.37	30332.52	28768.19	26654.5	20594.710000000006	GTP cyclohydrolase I
TIGR00064	40781.37	27077.47	37402.710000000014	37618.94	41112.64	43435.96	35456.35000000001	47353.13000000001	40821.53	17251.020000000004	40303.43	41436.54	37988.76	37040.55	31533.619999999995	35169.33999999998	39020.87	36491.24000000001	34080.12	37654.12	41091.52	38670.02	38827.7	34229.54	signal recognition particle-docking protein FtsY
TIGR00065	41301.92	30558.220000000005	36701.73	37657.92000000001	40916.72	41910.36	34168.150000000016	47015.13000000001	40861.19	10885.22	40115.18	41096.44	37792.26	36207.63000000001	33677.56	34152.05	39211.24	37218.29	30325.54	37940.74000000001	44737.88999999999	38767.69	38513.87	34202.57	cell division protein FtsZ
TIGR00066	887.35	606.79	2442.25	6341.25	719.35	3883.29	2362.1599999999994	1996.1	4350.73	3056.91	5213.38	3367.9	897.7	2449.15	681.0	801.9200000000002	1456.7	6647.84	1781.04	1457.75	2490.8	1168.69	4353.9	1608.5	gamma-glutamyltransferase
TIGR00067	39699.12	26988.97	36357.29	37482.19	40943.22	42419.96	32904.72	42582.13000000001	38863.86	10644.19	40033.68	40794.04	37726.93	36256.97	30918.619999999995	32489.52	37542.37	35787.490000000005	30299.79	37533.54	40980.02	38162.19	38774.7	32278.04	glutamate racemase
TIGR00068	2952.7	2565.9700000000007	7638.17	3549.38	6779.6	7561.64	4363.3600000000015	6537.45	11332.33	5740.24	3723.26	6615.57	3429.78	4258.21	5151.84	3562.9700000000007	4220.63	4195.54	2774.39	3249.25	6047.22	4575.02	5090.59	3893.16	lactoylglutathione lyase
TIGR00069	38212.2	26573.04	36038.54	37339.53000000001	40606.77	41480.49	34684.91000000002	42399.47	40989.53	18411.730000000003	39823.61	40242.04	37400.26	36616.13000000001	31435.869999999995	34307.66	37463.7	32571.230000000003	33552.87	37337.95	36141.27	38039.02	38257.44	33353.210000000014	histidinol dehydrogenase
TIGR00070	38162.2	26510.87	36037.04	37147.53000000001	40606.77	41434.56	34641.150000000016	42399.47	40019.53	17190.020000000004	39818.18	40234.04	37400.26	36600.13000000001	30889.869999999995	34246.090000000004	37461.2	32558.94	33534.87	37335.95	36141.27	38037.52	38194.44	33345.710000000014	ATP phosphoribosyltransferase
TIGR00071	44222.49000000001	31352.07	48197.88	40007.87000000002	53100.70999999999	54541.46	41196.35000000001	46505.99	53656.73	19176.520000000004	58660.36000000001	50359.01000000001	46744.76000000001	42216.22	39389.12	41101.41	46556.07	40794.74000000001	37349.32	45858.28999999999	51125.02	44554.02	47977.43	42199.7	tRNA pseudouridine(38-40) synthase
TIGR00072	3758.05	4305.75	2441.92	9290.75	2339.7200000000007	1200.29	8989.02	8024.8	3009.53	14006.39	4195.36	4768.37	2392.18	6260.53	4080.66	4660.1100000000015	2938.93	6253.44	7189.16	4076.08	5547.0	2938.57	5883.3	4145.33	hydrogenase maturation protease
TIGR00073	18390.45	6027.01	11233.92	13869.05	7093.22	5159.29	12894.49	8491.199999999999	8857.0	11102.49	15182.09	10863.64	11191.28	7849.73	11337.33	11214.83	8884.289999999999	6126.59	9752.97	8293.58	9245.65	8973.27	11570.7	10420.41	hydrogenase accessory protein HypB
TIGR00074	15029.12	6310.5	8372.09	11433.58	3125.79	2261.79	11725.089999999998	8506.529999999999	4340.8	12399.69	4423.16	6245.47	6208.98	7938.799999999998	7402.33	10151.91	5808.56	5831.14	9072.66	5417.75	7597.200000000002	6156.17	10588.23	4725.16	hydrogenase assembly chaperone HypC/HupF
TIGR00075	14894.52	4609.21	8011.09	8644.58	2818.19	2261.79	10581.49	7201.9299999999985	3415.4	10697.49	3625.96	5177.07	5220.78	6522.4	6308.33	8926.710000000001	5741.36	4360.34	8541.369999999999	4368.75	5441.4000000000015	5328.77	6738.83	4703.16	hydrogenase expression/formation protein HypD
TIGR00077	29848.04	9794.47	29914.92	17589.21	20009.27	16344.06	21228.19	13558.78	23211.33	7001.41	22824.76	25812.91	25356.45	15424.16	21139.58	21433.81	21629.3	20145.54	13083.14	14598.09	21678.55	23856.19	21820.83	24660.49	signal peptidase II
TIGR00078	32161.03	21971.49	30674.29	23006.53	35070.17	34515.11	28955.22	38595.05	33889.03	15775.02	32161.1	31371.87	26953.51	30292.960000000006	21524.370000000006	27984.17	31874.03	29124.79	30445.120000000006	32402.7	32990.27	31207.020000000004	27231.969999999994	23195.63	nicotinate-nucleotide diphosphorylase (carboxylating)
TIGR00079	61304.22	34501.4	58152.96	45055.07	51895.26	51853.13	49731.24000000001	47656.73	58979.3	25792.85	54339.31	52825.15	54093.09	46539.45000000001	44050.12	49376.3	54457.3	47333.74	45564.3	46218.62	53301.77	54847.60000000001	53043.15	48942.45	peptide deformylase
TIGR00080	1379.6	369.96	2685.0	450.5	264.6	17.29	1869.36	1211.1	3167.73	2911.91	8225.630000000001	3145.4	153.2	661.4	236.0	1113.77	673.2	2079.09	1109.29	729.0	1734.3	273.19	115.4	257.25	protein-L-isoaspartate O-methyltransferase
TIGR00081	40812.12	27084.22	37294.960000000014	37745.19	40967.89	42514.96	35455.60000000001	42910.13000000001	40874.86	17368.020000000004	40127.18	41379.04	37845.51	36855.3	31548.619999999995	35173.58999999998	38945.37	36603.99000000001	33947.87	37636.87	41011.02	38640.02	38775.7	34149.04	phosphoribosylaminoimidazolesuccinocarboxamide synthase
TIGR00082	39630.12	26741.3	37195.960000000014	37204.19	40714.89	42465.96	34868.02000000001	42131.13000000001	40609.2	17214.020000000004	39811.18	41108.04	37655.26	35990.3	31401.619999999995	34800.590000000004	38757.37	35648.490000000005	33788.87	37633.87	40380.02	38385.52	38716.7	33804.04	ribosome-binding factor A
TIGR00083	41712.12	27108.47	38450.710000000014	38487.69	41430.39	42605.96	35725.270000000004	43273.13000000001	41466.53	17643.020000000004	40615.68	41370.04	38528.51	38569.8	32476.869999999995	36882.09	40456.7	37062.99000000001	34410.87	39531.87	41692.52	41206.02	39308.95	35602.040000000015	riboflavin biosynthesis protein RibF
TIGR00084	40379.12	25360.97	36894.960000000014	37070.19	40864.89	42320.96	33922.35000000001	42851.13000000001	40082.53	17149.020000000004	39034.18	41048.04	37688.26	36422.3	31360.619999999995	35079.590000000004	38887.37	36373.49000000001	33693.87	37609.87	40970.02	37064.52	38423.7	34015.04	Holliday junction DNA helicase RuvA
TIGR00086	40459.12	27069.97	37294.960000000014	37499.19	40961.89	42459.96	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40113.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	SsrA-binding protein
TIGR00087	25258.6	19998.04	16288.62	25019.23	23190.97	27486.69	18625.86	36382.110000000015	19220.43	7846.36	18780.63	19485.2	16021.85	24022.07	14548.53	18524.47	20362.1	19738.79	19223.19	24354.87	24284.6	18881.69	21987.93	11794.38	5'/3'-nucleotidase SurE
TIGR00088	40511.62	27069.97	37379.460000000014	37558.69	40968.89	42471.96	35402.35000000001	42915.13000000001	42083.03	17337.020000000004	40180.68	41181.04	37781.76	37552.3	31454.119999999995	35954.590000000004	39237.37	36473.49000000001	33773.37	38095.87	41056.52	39419.52	38664.7	35971.04	tRNA (guanine(37)-N(1))-methyltransferase
TIGR00089	119870.33999999998	78636.59000000001	109511.46	109369.91	121397.25	126778.54	102213.38	126835.2	121147.52	41999.82	126662.66	122750.72	108954.25	108145.16	91706.36000000002	101604.08000000002	114207.38999999998	99658.27999999998	95710.74	111669.28	118802.01	114078.71	108224.25	101218.62	radical SAM methylthiotransferase, MiaB/RimO family
TIGR00090	39313.12	27067.97	37226.960000000014	37442.19	40819.89	42239.96	34812.35000000001	42826.13000000001	40795.53	17188.020000000004	40001.18	41371.04	37557.26	36465.900000000016	31249.619999999995	35106.590000000004	38517.37	36444.49000000001	33664.87	37441.87	40891.02	38343.52	38732.7	33871.04	ribosome silencing factor
TIGR00091	39385.12	26729.47	37162.960000000014	37170.69	40690.39	42376.29	34679.02000000001	42102.63000000001	40581.2	17097.520000000004	39665.51	41064.87	37633.26	35966.630000000005	31340.619999999995	34743.090000000004	38549.04	35583.490000000005	33729.37	37626.2	39901.52	38320.52	38707.7	33774.54	tRNA (guanine-N(7)-)-methyltransferase
TIGR00092	40459.12	27069.97	37294.960000000014	37499.19	40961.89	42471.96	35030.35000000001	42910.13000000001	41768.53	17203.020000000004	40115.18	41379.04	37803.26	36595.3	31987.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	GTP-binding protein YchF
