function	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
PF00078	53761.18	62544.47	55907.87	82615.88	82973.29999999999	79161.7	49402.86	85823.45	63346.33	14586.88	85415.5	70938.40000000001	68751.53	75297.61	52481.39	62496.73	58079.63000000001	52736.45	55311.79	67589.85	70717.67	60230.9	78258.44000000003	53847.53	Reverse transcriptase (RNA-dependent DNA polymerase)
PF00079	7582.33	4322.4	4732.25	3858.0	5835.0	9630.0	9197.000000000002	6041.25	10967.5	2735.0	13007.0	11518.1	7397.25	10390.4	5837.75	5176.9	11051.0	7001.0	10777.75	5412.0	5616.5	10611.75	3967.25	14056.5	Serpin (serine protease inhibitor)
PF00080	775.45	440.09	4179.25	3417.55	1152.55	3317.79	1958.36	1386.2	9228.33	3241.41	1060.6799999999996	1464.3	1663.7	1913.65	1590.0	1169.72	1478.8	1824.84	1125.14	1628.25	3886.8	3129.69	4933.6	922.25	Copper/zinc superoxide dismutase (SODC)
PF00081	24678.65	16144.96	16314.11	26449.99	23326.92	28809.28	24552.35	31696.47	22247.33	17344.06	27550.5	21420.71	17005.79	24429.52	14868.11	19833.029999999995	22223.090000000004	19394.980000000003	23810.810000000005	26843.83	24637.79	20299.710000000006	23319.559999999994	13233.249999999998	Iron/manganese superoxide dismutases, alpha-hairpin domain
PF00082	60544.43	51665.15	72772.92999999996	59670.3	83471.4	83101.3	60079.59	75415.95	85124.49	17123.140000000007	80148.5	63832.6	65784.19	74982.78000000001	57738.02	57476.69	74921.7	54917.8	45330.35	81926.9	89019.45999999998	64116.94	79061.17	55705.49	Subtilase family
PF00083	21326.33	33035.619999999995	17063.54	48382.97	47621.87	61195.9	36476.55000000002	77257.01999999999	38975.53	44473.5	41031.37	44363.3	26958.060000000005	43751.41	21610.29	25617.930000000004	34581.41	44445.06000000001	48203.13000000001	48150.28	34402.969999999994	34846.66	36658.94	22128.88	Sugar (and other) transporter
PF00085	126588.67	102124.86	104234.63999999998	147737.84000000005	149145.58000000002	164068.61000000002	108284.58000000002	143567.21000000002	134826.64	45123.13	131739.07	121445.64999999998	112951.1	132686.26	93083.72	101816.55000000002	113146.5	113432.52	114096.68	145257.19	126498.21	115333.4	136808.82	86440.94	Thioredoxin
PF00089	997.85	3331.29	2391.0	4677.0	100.85	631.5	3175.2	6.6000000000000005	2115.4	1702.2	3932.2	2029.4	408.2	3769.15	1008.0	1191.4	414.2	1567.8	3037.29	2728.0	1260.0	1576.4	1670.6	2018.0	Trypsin
PF00090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	63.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	Thrombospondin type 1 domain
PF00091	41385.92	30558.220000000005	36701.73	37657.92000000001	40917.39	41910.36	35587.48	47015.13000000001	41138.86	17294.55	40141.18	41096.44	37865.59	36665.960000000014	33677.56	35579.72	39216.57	37218.29	33849.87	38001.070000000014	44758.88999999999	38774.02	38513.87	34208.57	Tubulin/FtsZ family, GTPase domain
PF00092	51333.38	45431.05	42316.2	57032.66	59992.53999999999	63335.72	49050.03000000001	66321.06999999999	56633.31000000001	26711.92	62551.95	57267.03999999999	48384.72	66060.37000000001	42182.679999999986	48504.22	68754.97	47725.59999999999	53817.75	63002.73	63706.73999999999	55804.06000000001	51378.24	42454.09000000001	von Willebrand factor type A domain
PF00101	0.0	1.0	573.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	519.0	0.0	1.0	0.0	Ribulose bisphosphate carboxylase, small chain
PF00102	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Protein-tyrosine phosphatase
PF00106	121209.35	89012.45	110294.33999999998	119634.74	150005.51	162971.22999999998	102035.34	156296.11	130967.92	60508.17000000001	139184.33000000002	125521.38	114475.38	126082.49000000002	88637.47	101732.7	121776.49	113331.36	110202.65	137373.15	124542.98	116450.24	133819.22999999998	91358.58999999998	short chain dehydrogenase
PF00107	94067.62	32400.1	79655.64999999997	44453.49000000001	61211.63	58160.14	68935.58	61055.84	76008.20000000001	60173.17	63217.6	63010.83000000001	62958.12	47158.82	49416.2	62244.02999999999	63592.94999999999	58312.50000000001	56614.34	48596.75	56413.02	50166.15	56186.16999999999	39647.070000000014	Zinc-binding dehydrogenase
PF00108	30002.82	6378.85	29047.5	10344.5	8888.4	13259.16	21519.67	9903.24	21147.6	13353.14	18313.85	13896.37	18916.55	11756.84	14146.5	17342.300000000007	21602.800000000007	19296.61	12355.2	9878.0	15804.45	21282.26	10972.93	20629.08	Thiolase, N-terminal domain
PF00109	54676.25	68814.11	46536.28	70934.99	98321.66	95847.8	55147.27	84867.98000000001	69366.49	36487.10000000001	45672.19	63904.45	60656.64000000001	71638.09000000001	51221.22	57009.16	53983.47	58950.74	59338.36000000001	71869.31	72762.02	61154.67000000001	78280.3	37619.89	Beta-ketoacyl synthase, N-terminal domain
PF00111	77076.68000000001	31073.51	64746.37	51341.51	51141.45	58266.39000000001	57594.74000000001	45185.45	62117.06	30744.44	49987.92	57003.51	51020.88	48291.01	40959.539999999986	50871.51	56574.52	49353.78999999999	40417.5	45083.45	56981.57	57066.21	46240.47	48396.12	2Fe-2S iron-sulfur cluster binding domain
PF00112	12894.48	13630.1	18007.57	19810.230000000003	33804.15	30553.5	10637.48	18383.95	23214.730000000003	2744.83	25710.83	20732.07	20095.63	22622.910000000003	13709.04	12328.1	14214.43	11421.3	17120.5	25901.0	21058.27	13682.25	25119.97	12271.16	Papain family cysteine protease
PF00113	40298.97	32004.59	44763.96	43758.99000000001	50395.30999999999	50361.56	42638.61	47613.65	46976.8	27832.85	57596.31000000001	53221.11	44695.34000000001	45550.95	36256.12	39095.23	48151.3	41747.19	43643.55	47108.2	47737.62	44674.60000000001	47216.4	42370.87	Enolase, C-terminal TIM barrel domain
PF00114	14.0	0.29	542.0	69.0	0.0	0.0	156.0	26.0	129.0	0.0	7.0	0.0	0.0	0.0	21.0	0.0	235.0	0.0	338.29	362.0	558.5	0.0	9.0	7.25	Pilin (bacterial filament)
PF00115	1943.6	169.79000000000005	4994.0	1329.83	911.1	165.04000000000005	2935.03	940.1	5512.4	2868.91	484.13	2120.4	143.2	812.4	791.16	1612.77	1078.2	3543.59	2737.29	1198.0	3081.3	757.3599999999999	217.4	705.25	Cytochrome C and Quinol oxidase polypeptide I
PF00116	1057.6	34.29	2420.0	70.0	39.1	35.04	1897.03	469.1	2585.4	2868.91	440.63	1086.4	93.2	264.4	225.0	858.7700000000002	630.2	1826.09	1076.29	368.0	1137.3	252.69	95.4	220.25	Cytochrome C oxidase subunit II, periplasmic domain
PF00117	203194.14	145145.43	187586.33	202665.41	227759.4	231290.18	184688.2	229954.2	216692.09	108253.13	213867.96	221483.3	197306.81	198392.29	161952.03000000006	177969.48	200024.18	189425.83	186636.38	205556.92	208026.25	197035.57	208890.31000000003	170881.03999999998	Glutamine amidotransferase class-I
PF00118	40987.62	28764.97	37703.960000000014	37932.52	40992.39	42463.71	37252.85000000001	42955.13000000001	42746.53	17160.020000000004	41138.68	41405.54	38107.26	37538.3	31652.119999999995	35533.58999999998	39269.37	36724.49000000001	34112.87	37706.87	41589.52	40626.69	38835.7	35786.54	TCP-1/cpn60 chaperonin family
PF00119	37347.45	27708.74	39628.96	41724.69	44063.39	44488.79	33903.35000000001	43773.13000000001	45700.53	16946.020000000004	45480.34	45364.44	42531.26	36313.13000000001	34651.119999999995	33912.859999999986	38402.7	36768.49000000001	31527.370000000006	40643.7	43891.02	38768.02	44125.2	37083.87	ATP synthase A chain
PF00120	86644.52	67968.0	88333.59999999998	94053.63	106405.76	113102.95	81280.55000000003	97330.03	104280.09	37759.66	99680.85	104594.65	92540.75	93255.24	70034.85	78321.49	92640.43	80570.63999999997	84052.1	97786.99	95054.56	93742.17	95673.79	77892.43000000001	Glutamine synthetase, catalytic domain
PF00121	42254.12	27617.27	38461.960000000014	37904.19	44514.89	43767.96	37098.250000000015	43653.13000000001	41470.53	19167.020000000004	41573.68	44793.24	40194.26	38477.3	32964.119999999995	36518.58999999998	40429.37	37697.99000000001	34497.12	38049.87	41738.02	38807.02	39737.359999999986	34707.29	Triosephosphate isomerase
PF00122	261681.44	119127.5	223543.28	184868.19	206234.43	206920.65	200086.54	178942.32	214984.73	103165.25	201834.13	215024.92	213541.78	183888.36	162032.04999999993	187026.00000000003	217420.66	175170.28	181210.41	180612.02	199782.88	211579.85	197676.18	190579.48	E1-E2 ATPase
PF00124	0.0	1.0	31.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Photosynthetic reaction centre protein
PF00126	225807.03	115199.08	244382.01	194107.59	208448.92	188361.84	187545.71	181269.55	242117.19	82585.12000000001	235455.94	232620.79	226761.62	166250.56	183584.21	188779.70000000004	206013.1	185706.45	133796.16	171941.58000000002	220929.24	218804.06	225102.20000000004	211937.33	Bacterial regulatory helix-turn-helix protein, lysR family
PF00127	419.0	92.0	573.0	83.0	60.0	16.0	240.0	45.0	0.0	0.0	33.0	113.0	20.0	227.0	254.0	19.0	234.0	685.0	353.29	0.0	971.0	291.0	13.0	280.0	Copper binding proteins, plastocyanin/azurin family
PF00128	161011.13999999998	142964.46999999994	209449.07	174497.18	253066.41	236524.1	173865.65999999995	216657.59	260999.33	91077.23	256539.62	240334.98	213422.88	197097.81	158207.77000000002	161414.38	209998.25	176704.45000000004	173513.51999999993	210598.84	230222.21	202572.43	211943.39	188067.66	Alpha amylase, catalytic domain
PF00129	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	Class I Histocompatibility antigen, domains alpha 1 and 2
PF00132	274521.9	222087.02	265751.28	306226.65	331310.15	367087.73	265458.34	353624.67	332065.65	136376.27	314263.19999999995	313769.91000000003	275251.53	299980.07	222732.42	246253.48	300130.76	274634.05999999994	269363.17	318377.69	313024.38	295696.25	305449.12	239723.87	Bacterial transferase hexapeptide (six repeats)
PF00133	131929.13	85932.51000000001	122427.23	112812.57000000002	131364.87	133708.8	113021.2	127212.99	133099.52	51388.55999999999	127496.34	129804.66	121482.53	111882.97	102324.44000000002	112713.59	122481.3	112736.22	104092.06	114528.78	131072.81	121508.56	122458.05	108080.6	tRNA synthetases class I (I, L, M and V)
PF00135	7443.5	4035.69	4703.75	7620.0	3576.5	4137.79	7039.31	8319.0	8032.0	6198.71	16186.34	13599.94	11884.0	12408.75	9000.0	4244.8600000000015	7622.33	10297.79	7033.29	8806.0	5898.2	6754.29	7802.2	10693.91	Carboxylesterase family
PF00136	554.6	73.28999999999998	18.0	70.0	3.6	17.29	1594.03	33.1	7.4	2868.91	162.63	163.4	0.2	268.4	72.0	418.77	190.2	1100.09	615.29	0.0	80.3	84.69000000000003	41.40000000000001	16.25	DNA polymerase family B
PF00137	61077.19	48128.72	64583.23	66523.62	80370.98999999999	82967.96	59429.63000000001	76317.18	74174.26	23484.35	77500.18999999999	79979.18000000002	68578.24	66978.36000000003	53865.31	59017.96	68587.93	61180.39	59329.47	70947.12	72926.29	68788.27	71183.13999999997	63377.88000000001	ATP synthase subunit C
PF00139	2.25	0.5	0.0	0.0	0.0	0.0	70.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Legume lectin domain
PF00140	45305.22	41786.81000000001	44737.1	42385.35000000001	43181.86	46150.49000000001	38688.470000000016	51519.49000000001	45777.19	21777.07	46117.2	45730.38000000001	40193.79	43196.53	42676.76	41785.25	41062.6	46150.02	36126.26	41437.64	52820.34	40136.500000000015	45210.8	36845.460000000014	Sigma-70 factor, region 1.2
PF00141	43.6	2.29	861.0	87.0	61.1	26.79	924.03	33.1	1996.4	2896.91	171.63	170.4	0.2	63.4	5.0	14.02	247.2	1078.84	379.29	13.0	1065.55	35.69	91.9	87.5	Peroxidase
PF00142	5714.92	3791.48	4417.42	3350.08	2482.92	7703.17	5407.5	1565.33	10162.0	919.0	2629.58	7463.6100000000015	3504.5	4353.99	6349.5	5759.74	1908.99	3002.0	3622.25	1693.59	5767.25	7020.5	1785.83	5605.99	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family
PF00144	44879.78	42265.860000000015	43383.8	54928.32	63695.47	76407.48999999999	65652.79	76196.42	93849.59	37974.63	88965.20999999998	84501.62	54745.8	63106.31000000001	41327.56000000001	42561.2	68209.32	59119.72000000001	65985.21	72076.5	53333.88000000001	75490.98	57129.76	61395.67	Beta-lactamase
PF00145	62593.00000000001	40192.67	66315.99	55781.81000000001	71063.37	58669.12	62526.58	52766.87	65360.2	30030.33	82596.56000000001	84951.38	79134.91	64802.95	59932.37	57520.38	71250.1	52183.93000000001	58468.56000000001	64186.52	64921.47	75997.29000000001	55067.84	74652.79000000001	C-5 cytosine-specific DNA methylase
PF00146	26753.13	16812.84	14319.04	21289.98	21995.17	29330.980000000003	21464.710000000006	31491.65	19018.22	18064.130000000005	14318.54	16988.670000000002	15389.41	20889.69	13994.87	19450.86	21491.160000000003	22819.93	22040.060000000005	22414.78	23786.27	18783.610000000004	17372.47	10993.71	NADH dehydrogenase
PF00148	7439.84	6026.06	5020.84	17603.16	3180.84	26283.34	5374.799999999998	2220.66	13119.0	246.0	3690.82	12004.96	2296.0	6148.78	13266.0	9983.82	3308.3	8325.0	2434.5	2715.1800000000007	12029.5	5671.0	3759.66	10439.14	Nitrogenase component 1 type Oxidoreductase
PF00149	259282.38	229847.41	238376.4	310069.80999999994	321276.66	367496.62	259979.7	368176.86	313172.41	129548.56	310059.39	305935.65	260320.38	302768.18	220883.55	254787.82	289294.83	260965.37	265773.28	311089.93	298228.68000000005	285989.5	299860.89	245554.75	Calcineurin-like phosphoesterase
PF00150	15621.05	45190.39	26707.35	24897.45	43502.75	63084.08	35021.14	42607.92	63501.3	15185.67	63386.79	51581.97	32359.95	50998.27	38123.3	26868.21	45658.10000000001	30422.03	44076.99	46988.25	42903.5	46049.08	33762.7	46225.08	Cellulase (glycosyl hydrolase family 5)
PF00152	124845.63999999998	84831.61000000003	119403.96	115683.99	131597.25	131038.19	113316.65	126707.43	133954.39	57641.67	135139.2	128946.33	121923.93	114948.6	99587.78	106936.18000000002	122973.99999999994	109866.81	103565.4	119553.86000000002	129909.66	123096.15	123763.89	108116.45	tRNA synthetases class II (D, K and N) 
PF00154	40596.12	28771.3	37555.960000000014	37960.19	41016.89	42645.96	36030.35000000001	42920.13000000001	41500.53	17249.020000000004	41177.18	41388.04	38149.76	36818.3	31517.619999999995	35171.590000000004	39019.37	36604.49000000001	34013.87	37644.87	41080.02	40382.52	38970.7	34166.04	recA bacterial DNA recombination protein
PF00155	366351.67999999993	242178.84	329170.71	354776.2599999999	383147.61	415174.89	324028.91999999987	407222.21	383692.37	167514.59999999998	380027.99	382736.79	347611.35	337268.14	278915.15	311529.7500000001	359195.32	336365.0000000001	318696.1	359607.0	367294.6	351980.03	356775.3	305092.89	Aminotransferase class I and II
PF00156	245128.21	142050.37	223991.38	204389.35	234179.05	240911.69	204603.51000000004	223235.04	244046.02	88279.69	227870.4	241257.78	227495.24	197138.18	183909.26	199890.04	226324.65	197914.75	179622.31	204165.08	227414.83	233545.66000000003	218508.54	206683.51	Phosphoribosyl transferase domain
PF00158	163616.65999999995	134476.53	94965.91	195108.63	194018.24	241717.64	136155.62	264799.2	145505.82	66787.09999999999	145194.41999999998	161705.91	128015.64	188171.22000000003	89438.64	134802.75	152432.9	144356.54	167525.21000000002	189838.61	163100.97	140448.90000000002	160050.41999999998	102980.72	Sigma-54 interaction domain
PF00160	49484.37	39405.88000000001	54201.48	59048.39	54558.24	53831.75	48336.57	48234.59	68835.86	30318.79	66119.36	65913.23999999999	50043.37	56035.09	47957.39	48477.26	51335.04	50672.83	49303.34	51643.23	54292.99	53639.37	56039.76	54788.99000000001	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00162	40695.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36823.3	31528.619999999995	35153.58999999998	38940.37	36489.49000000001	33909.87	37633.87	41011.02	38633.02	38779.7	34032.04	Phosphoglycerate kinase
PF00163	40869.37	27075.47	37460.710000000014	37666.94	41254.64	43667.96	35301.35000000001	42934.13000000001	40821.53	17246.020000000004	40401.43	41444.54	38138.76	36941.95	31599.619999999995	35179.33999999998	39189.87	36493.24000000001	34192.12	37662.12	41180.52	38931.52	38953.7	34380.54	Ribosomal protein S4/S9 N-terminal domain
PF00164	40695.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36823.3	31528.619999999995	35153.58999999998	38940.37	36489.49000000001	33909.87	37633.87	41011.02	38633.02	38779.7	34032.04	Ribosomal protein S12/S23
PF00165	119.0	37.0	45.0	251.0	63.0	248.0	70.0	10.0	14.0	530.0	141.0	334.0	277.0	227.0	169.0	44.0	254.0	194.0	366.0	28.0	102.0	235.0	150.0	137.0	Bacterial regulatory helix-turn-helix proteins, AraC family
PF00166	40842.37	28718.97	38757.960000000014	40372.19	41019.64	43081.96	35895.15	42910.13000000001	41768.53	17203.020000000004	49242.18	45057.04	38123.26	39304.05	32196.619999999995	36112.18999999999	39337.37	37333.49000000001	35810.87	39330.87	41762.62	38609.52	40150.3	36007.040000000015	Chaperonin 10 Kd subunit
PF00171	134837.76	38545.2	109963.77	70378.48000000001	71333.62999999999	74238.06	93907.09	48856.41	91343.15	56664.67	74505.11000000003	82768.01	87535.07	64366.02	72544.17	83198.9	81735.31	83475.70000000001	67267.56	61710.01	76430.04	84275.73	82912.96	77374.37000000001	Aldehyde dehydrogenase family
