function	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
K00054	199.25	169.9	41.75	8.0	56.05	149.85	376.05	6.42	1.0	2.0	3858.75	926.0	721.5	31.67	133.0	38.75	8.17	2309.7	31.25	11.0	44.75	115.33	1092.65	37.75	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
K00055	22.0	11.0	1.5	13.0	11.0	10.5	0.0	0.0	14.0	47.5	11.5	6.0	9.5	57.0	31.5	10.0	4.5	32.5	10.0	7.0	0.0	6.0	277.0	3.5	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]
K00057	40664.87	25400.87	37059.960000000014	34757.19	40710.39	42611.96	35326.05000000002	41538.13000000001	40180.53	17259.020000000004	39564.18	41095.64	36880.76	35320.8	30775.619999999995	33929.090000000004	38948.37	35984.490000000005	33993.87	36965.87	38786.02	37915.52	35587.2	33966.04	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00058	55276.62	29873.4	46901.38	47083.19	48715.14	51603.13	44793.11000000002	52818.3	61502.86	19689.35	51150.18	55190.78	49254.59	43786.930000000015	40371.709999999985	42838.74	49499.7	53233.48999999999	39730.87	43332.79	47503.69	48775.02	43331.37	44736.7	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K00059	96861.04	63755.85	99464.55	87014.17000000001	104678.21	90286.92	83756.92000000001	90728.89	117621.03	40901.000000000015	105660.08999999998	103523.12	92535.92	90917.44	77726.26	83048.77	96238.9	85600.21999999999	73792.26999999999	90121.74	100344.59	97490.12	92977.02	84001.23	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K00060	820.8	397.79	379.62	880.2	1122.97	1629.79	2510.8100000000004	742.6999999999998	849.27	9539.24	4807.88	1783.4	585.9300000000002	1572.98	771.1	2501.09	1724.4999999999998	1358.9899999999998	4628.87	476.33	813.8	218.02	410.0	425.75	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
K00065	2457.6	213.29	269.5	1281.0	786.6	1118.08	1385.2599999999998	5212.5999999999985	1187.4	4626.62	6784.56	1037.4	979.7	1258.8	1201.5	507.74	1057.7	1448.88	523.58	1295.0	352.8	323.98	899.4	1034.0	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00066	16.2	355.0	365.6	944.0	198.2	0.0	62.4	113.6	298.2	0.0	189.0	133.4	581.4	363.0	11.6	54.8	5.199999999999998	94.4	279.4	56.0	0.0	2.0	41.6	1256.6	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]
K00067	39529.13000000001	33443.47	40390.66	48553.31000000001	48022.07	49716.02	35900.950000000004	45230.22	53426.16	20278.65	60977.73	51336.98	41981.04	46480.21000000001	34528.81	34473.54	49231.63	40982.83999999998	41866.58	53386.62	46878.38999999999	45466.58	50244.31999999999	40298.87	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
K00068	352.7	70.94000000000003	405.75	169.75	302.25	423.39	2213.43	4561.2	73.8	4593.1100000000015	4504.08	2797.3	508.9	396.05	639.0	121.47	90.9	1920.09	806.8299999999998	94.25	261.85	102.09	1713.7000000000005	131.75	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
K00073	120.6	2.29	10.0	8.0	126.6	139.0	870.6	30.6	17.4	1769.7	166.2	175.4	0.2	10.4	3.0	7.2	2.2	880.8	272.0	6.0	121.8	41.4	30.4	17.0	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]
K00074	21550.5	5921.8	18808.17	7104.33	8235.8	9957.14	13057.56	5246.5	17222.33	2568.54	15766.43	13035.6	17636.33	11465.56	11248.84	12753.8	17877.33	13951.99	9745.5	9083.0	11009.67	18464.29	9508.9	17676.58	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K00075	41207.289999999986	27807.47	37963.460000000014	37549.52	41369.39	42604.96	34290.020000000004	43126.29	41649.36	11010.69	40352.18	41603.04	38165.93	36453.64	31912.119999999995	34335.419999999984	38918.54	36509.99000000001	31788.54	38911.21	41152.02	38690.19	39135.03	34237.37	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K00076	2490.7	491.8	591.5	1235.8	1324.8	1966.0	2771.15	1031.95	660.5	1740.7	954.0	1749.3	915.2	627.4	905.83	1620.8000000000004	1449.3	2604.3	1323.85	1220.5	1186.3	628.15	1507.1	597.0	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]
K00077	33978.3	19819.13	25318.520000000004	25714.25	31385.52	37497.25	24094.94	36687.12	20970.77	14961.24	33588.37	29296.41	26550.180000000004	25985.95	19489.93	23636.25	29863.730000000003	27668.19	26659.020000000004	27858.58	25889.9	25479.810000000005	26453.58	22066.590000000004	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
K00078	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K00082	130.0	46.0	489.5	2839.5	289.5	0.0	94.5	941.0	44.5	134.0	60.5	74.0	745.0	1496.5	536.5	979.5	372.0	453.0	202.5	1488.0	741.5	471.0	4040.5	197.0	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]
K00086	12.0	7.5	0.0	1.0	36.0	7.0	483.0	0.0	1257.0	30.0	44.5	24.0	12.5	1.4	63.5	115.0	379.0	37.5	0.0	37.0	20.0	432.0	235.83	1747.0	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]
K00087	4006.2	932.3	1546.5	2756.8	1236.8	1972.5	3666.0	1329.2	1377.0	2758.7	2088.0	2713.8	2443.2	2371.4	1408.0	2694.6	2742.3	3585.8	1249.89	1113.0	2552.8	3039.4	1301.6	2934.5	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]
K00088	42692.37	30971.47	39290.710000000014	44434.52	41922.14	43197.71	37642.23	43714.13000000001	43902.03	17801.020000000004	44441.18	44129.04	38890.01	39984.05	33626.369999999995	36393.18999999999	39929.04	38220.99000000001	36756.12	40025.87	42125.62	40943.19	40996.05	36076.040000000015	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]
K00090	36.6	2.29	542.0	70.0	3.6	17.29	884.03	6.6000000000000005	0.4	2868.91	162.63	163.4	0.2	9.4	5.0	10.77	233.2	944.09	373.29	0.0	589.3	35.69	35.40000000000001	10.25	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
K00091	2159.0	59.9	260.5	25.0	164.8	63.1	468.8	112.17	58.0	342.0	803.0	1062.0	1379.0	309.17	963.0	140.0	171.67000000000004	521.2	342.0	33.0	73.0	99.0	14.4	64.5	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00094	36.6	1.29	0.0	70.0	3.6	0.0	870.6	4435.5999999999985	0.4	1702.2	162.2	163.4	96.2	6.4	3.0	7.2	14.2	879.8	198.0	0.0	70.3	31.4	30.4	10.25	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]
K00096	1545.0	1402.6	5681.9	2243.3	6869.5	3301.0	3053.3	2224.0	1834.5	2121.0	4234.5	5546.8	5521.0	7865.9	2303.5	2683.3	9164.73	2629.0	1577.9	3658.0	9158.5	2342.5	4918.5	3552.6	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]
K00097	26478.68	20178.88	15290.04	24620.480000000003	22389.72	27476.19	19679.29	33152.450000000004	19175.6	14171.52	19116.71	18422.07	17566.01	23943.140000000007	15555.37	20274.99	21227.43	23491.04	22670.060000000005	25218.78	23828.77	17547.02	21689.77	11403.46	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00098	571.6	52.62	96.0	319.0	250.6	0.0	877.6	455.6	172.4	1745.2	457.2	438.4	148.2	264.4	103.0	82.2	192.2	1085.8	203.29	0.0	87.8	62.4	67.4	190.0	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]
K00099	40269.2	26903.82	37253.210000000014	37555.19	40916.84	42316.11	34650.30000000002	42903.710000000014	40817.53	17309.020000000004	40086.43	41373.04	37081.76	36614.63000000001	31383.619999999995	35097.840000000004	38965.7	34143.79	33757.62	37627.87	40953.77	38499.19	37687.05	33989.29	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
K00100	32934.69	32880.36	31514.69	34942.58	34338.74	49152.07	34603.03000000001	51933.62	37351.47	16479.28	36947.13000000001	37890.71	32354.230000000003	35348.93	27647.03	34890.71	38640.4	30912.95	36679.73	37331.12	41935.3	38462.33	35876.73	31527.14	bdhAB; butanol dehydrogenase [EC:1.1.1.-]
K00101	42.6	101.29	830.0	153.5	91.1	59.04	892.03	6.6000000000000005	0.4	2868.91	195.63	278.4	22.2	14.4	177.0	23.77	234.2	1083.09	381.29	5.0	1076.3	314.69	60.40000000000001	293.25	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K00102	1770.5	345.4	718.5	323.5	423.0	0.0	427.2	901.0	551.3299999999998	49.5	408.0	433.1	376.0	259.0	297.0	750.0	859.5	1199.5	825.5	0.0	645.5	240.0	391.0	265.5	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K00104	18135.85	1010.74	7962.92	9838.25	1583.02	11486.5	8914.989999999998	8187.5999999999985	3874.23	8440.03	3234.78	7103.17	3580.53	3144.1800000000007	6915.33	8555.89	6252.36	10064.05	5832.08	822.0799999999998	5252.8	3953.73	3952.4	5469.33	glcD; glycolate oxidase [EC:1.1.3.15]
K00105	2.25	7.5	0.0	3.0	3.0	5.0	76.0	2.0	0.0	2.0	2.0	0.0	221.5	5.0	4.0	2.0	0.0	0.0	5.0	0.0	25.0	6.0	412.67	5.0	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]
K00108	36.6	1.0	830.0	139.0	3.6	18.04	890.03	33.1	0.4	2868.91	162.63	163.4	0.2	12.4	7.0	13.77	247.2	1146.09	543.29	0.0	590.8	37.69	40.40000000000001	17.5	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K00111	26191.7	8742.279999999999	23029.49	16889.539999999994	14165.45	14226.08	17030.75	9962.87	21428.79	9346.73	16446.09	20598.67	22690.31	18405.69	18134.18	17709.67	22348.13	15339.43	10671.23	15490.25	20613.04	18745.300000000007	18327.24	20650.340000000004	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K00112	1601.6	749.29	483.07	1412.13	313.6	43.29	1264.6900000000005	3317.6	1409.06	2913.24	690.63	1039.8	1629.53	3465.06	708.3399999999998	907.9000000000003	3797.6	2228.09	387.69000000000005	1809.0	3881.97	699.6899999999998	142.07	1860.1800000000005	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
K00113	1601.6	749.29	483.07	1412.13	313.6	43.29	1264.6900000000005	3317.6	1409.06	2913.24	690.63	1039.8	1629.53	3465.06	708.3399999999998	907.9000000000003	3797.6	2228.09	387.69000000000005	1809.0	3881.97	699.6899999999998	142.07	1860.1800000000005	glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]
K00114	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	63.0	170.0	0.0	0.0	2.0	0.0	0.0	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
K00116	36.6	19.0	0.0	196.83	29.1	35.04	911.03	70.60000000000002	0.4	2868.91	162.63	167.4	0.2	12.4	24.33	14.77	28.2	1028.09	544.29	0.0	76.8	39.36	100.4	20.5	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
K00117	36.6	1.29	0.0	70.0	3.6	34.58	888.46	6.6000000000000005	0.4	4035.62	163.06	163.4	0.2	6.4	5.0	8.34	14.2	882.38	203.29	0.0	70.3	35.98	35.40000000000001	10.25	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
K00121	53.85	9.4	862.5	77.0	5.4	45.68	1038.26	52.1	290.4	4052.62	163.06	164.4	1.2	9.4	5.0	12.34	265.7	1082.58	373.29	0.0	1029.3	38.98	37.8	12.75	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	FDH; formate dehydrogenase [EC:1.17.1.9]
K00123	8627.57	4103.34	3764.0	10602.5	4510.9	1846.95	6121.07	8679.9	3858.42	13508.85	6234.95	6716.8	3870.8	7536.1	3701.16	4078.55	3464.3	10445.15	2410.95	2232.0	9625.7	4785.049999999998	9264.6	4212.75	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]
K00124	1957.6	2468.71	1144.0	3631.5	893.1	122.29	1608.19	2921.6	1879.56	3017.41	2231.63	2701.4	1337.2	2660.4	1537.33	1949.27	858.2	3376.09	763.29	1058.0	4462.3	2428.19	4004.4	790.25	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit
K00125	236.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	24.0	26.0	13.0	37.0	121.0	0.0	0.0	22.0	0.0	3.0	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]
K00126	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]
K00127	1420.6	3701.37	1489.0	6494.5	1257.1	138.29000000000002	1348.53	3583.6	2360.9	3020.41	2889.13	3730.9	2349.2	3387.4	2761.83	2697.27	902.7	2662.59	768.79	1748.0	5789.3	3114.69	7767.4	1009.75	fdoI, fdsG; formate dehydrogenase subunit gamma
